,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
36853,49,5,0,0,106,1.0,0.1,0.06,20,0.08,0.08,1.0,1
36854,15,9,520,0,438,0.0,1.0,0.0,4,1.0,0.0,0.0,1
36855,49,5,0,0,284,1.0,0.01,0.06,3,0.01,0.07,1.0,1
36856,24,9,257,770,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36857,24,9,303,1000,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36858,24,9,291,910,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36859,7,5,0,0,284,1.0,0.04,0.06,10,0.04,0.07,1.0,1
36860,24,9,54540,8314,3,0.0,1.0,0.0,190,1.0,0.0,0.0,1
36861,20,9,334,0,1,0.0,1.0,0.0,35,1.0,0.0,0.0,1
36862,34,5,0,0,75,1.0,0.05,0.08,4,0.02,0.06,1.0,1
36863,13,5,0,0,201,1.0,0.07,0.07,14,0.05,0.07,1.0,1
36864,54,9,1282,287,1,0.0,1.0,0.0,173,0.63,0.04,0.0,0
36865,60,5,0,0,6,0.83,0.33,0.83,41,0.16,0.05,1.0,1
36866,19,9,1421,4152,1,0.0,1.0,0.0,46,0.46,0.06,0.0,0
36867,44,9,516,4,330,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36868,20,5,0,0,217,1.0,0.08,0.06,17,0.07,0.07,1.0,1
36869,44,9,146,105,1,0.0,1.0,0.0,1,0.0,0.64,0.0,0
36870,49,9,105,147,1,0.0,1.0,0.0,142,0.99,0.01,0.0,0
36871,49,5,0,0,115,1.0,0.16,0.07,6,0.02,0.08,1.0,1
36872,7,5,0,0,271,1.0,0.09,0.05,24,0.09,0.05,1.0,1
36873,49,1,0,0,132,0.0,0.11,0.07,15,0.06,0.08,0.0,1
36874,54,9,589,333,1,0.0,1.0,0.0,149,0.58,0.01,0.0,0
36875,24,9,449,6410,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36876,15,9,1032,0,224,0.0,1.0,0.0,255,1.0,0.0,0.0,1
36877,24,9,363,8677,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36878,20,9,26408,0,8,0.0,1.0,0.0,14,0.56,0.16,0.0,0
36879,54,5,0,0,6,1.0,1.0,0.0,131,0.45,0.01,0.99,1
36880,20,9,2890,0,9,0.0,1.0,0.0,45,0.52,0.14,0.0,0
36881,24,9,286,281,2,0.0,1.0,0.0,255,1.0,0.0,0.01,0
36882,24,5,0,0,272,1.0,0.07,0.06,20,0.08,0.07,1.0,1
36883,14,9,30,0,1,0.0,1.0,0.0,82,0.32,0.01,0.0,0
36884,49,4,0,0,401,0.0,0.0,0.52,2,0.01,0.52,0.0,1
36885,57,5,0,0,242,1.0,0.07,0.05,18,0.07,0.06,1.0,1
36886,20,5,0,0,21,1.0,0.05,0.1,47,0.04,0.13,0.91,1
36887,24,9,234,886,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36888,49,5,0,0,297,1.0,0.06,0.06,26,0.1,0.06,1.0,1
36889,49,5,0,0,166,1.0,0.05,0.06,20,0.08,0.06,1.0,1
36890,14,9,18,0,1,0.0,1.0,0.0,84,1.0,0.0,0.0,1
36891,18,5,0,0,256,1.0,0.04,0.06,9,0.04,0.07,1.0,1
36892,49,9,1,0,51,0.0,0.47,0.08,90,0.35,0.06,0.0,1
36893,12,9,43,125,113,0.0,1.0,0.0,168,0.72,0.02,0.0,0
36894,18,5,0,0,61,0.98,0.26,0.08,36,0.14,0.05,1.0,1
36895,54,9,1254,335,2,0.0,0.5,1.0,32,0.13,0.47,0.0,0
36896,54,9,2710,333,1,0.0,1.0,0.0,143,0.56,0.03,0.0,0
36897,49,1,0,0,509,0.02,0.0,1.0,1,0.0,1.0,0.0,1
36898,54,9,1463,481,2,0.0,0.5,1.0,15,0.06,0.02,0.0,0
36899,49,5,0,0,60,1.0,0.33,0.05,20,0.08,0.07,1.0,1
36900,24,9,242,484,24,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36901,49,5,0,0,105,1.0,0.14,0.06,17,0.07,0.07,1.0,1
36902,49,5,0,0,100,1.0,0.01,0.07,5,0.02,0.08,1.0,1
36903,49,5,0,0,279,1.0,0.06,0.05,16,0.07,0.06,0.99,1
36904,24,9,239,23971,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36905,24,9,335,1211,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36906,24,9,286,7669,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36907,24,9,251,3221,1,0.0,1.0,0.0,131,0.93,0.02,0.01,0
36908,24,9,284,24572,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36909,57,5,0,0,124,1.0,0.06,0.06,4,0.02,0.06,1.0,1
36910,14,9,30,0,1,0.0,1.0,0.0,122,1.0,0.0,0.0,0
36911,49,5,0,0,107,1.0,0.17,0.06,12,0.05,0.08,1.0,1
36912,20,9,12,0,2,0.0,1.0,0.0,49,0.15,0.02,0.0,0
36913,24,1,0,0,1,0.0,1.0,0.0,253,1.0,0.0,0.0,0
36914,35,5,0,0,194,1.0,0.07,0.08,14,0.05,0.09,1.0,1
36915,14,9,8,0,1,0.0,1.0,0.0,169,1.0,0.0,0.0,1
36916,24,9,233,1645,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36917,49,1,0,0,131,0.0,0.05,0.07,6,0.02,0.07,0.0,1
36918,20,9,1199,0,6,0.0,1.0,0.0,72,1.0,0.0,0.0,0
36919,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36920,31,1,0,0,142,0.0,0.13,0.06,18,0.07,0.05,0.0,1
36921,8,5,0,0,41,1.0,0.2,0.12,8,0.03,0.08,1.0,1
36922,20,9,641,0,2,0.0,1.0,0.0,88,0.33,0.05,0.0,0
36923,24,9,304,5202,5,0.0,1.0,0.0,128,1.0,0.0,0.0,0
36924,28,5,0,0,111,1.0,0.14,0.05,11,0.04,0.07,1.0,1
36925,12,9,45,79,146,0.0,1.0,0.0,254,1.0,0.01,0.0,0
36926,49,5,0,0,121,1.0,0.16,0.06,19,0.79,0.12,1.0,1
36927,41,5,0,0,99,1.0,0.03,0.07,3,0.01,0.06,1.0,1
36928,2,5,0,0,131,1.0,0.15,0.05,20,0.08,0.05,1.0,1
36929,49,5,0,0,28,1.0,0.29,0.18,8,0.03,0.07,1.0,1
36930,12,9,110,49,2,0.0,1.0,0.0,24,0.77,0.06,0.0,0
36931,49,9,100,0,2,0.0,1.0,0.0,31,0.17,0.01,0.0,1
36932,24,9,145,5545,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36933,49,5,0,0,231,1.0,0.04,0.06,8,0.03,0.06,1.0,1
36934,59,1,0,0,236,0.0,0.01,0.07,3,0.01,0.08,0.0,1
36935,24,9,311,1302,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36936,54,9,1081,331,1,0.0,1.0,0.0,158,0.76,0.03,0.0,0
36937,54,9,1207,310,1,0.0,1.0,0.0,74,0.15,0.8,0.0,0
36938,24,9,311,4412,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36939,17,5,0,0,140,1.0,0.17,0.05,24,0.09,0.05,1.0,1
36940,26,5,0,0,116,1.0,0.12,0.06,9,0.04,0.05,1.0,1
36941,63,5,0,0,261,1.0,0.02,0.07,5,0.02,0.07,1.0,1
36942,24,9,226,190,1,0.0,1.0,0.0,41,1.0,0.0,0.0,0
36943,20,9,151,0,2,0.0,1.0,0.0,28,0.11,0.05,0.51,0
36944,49,5,0,0,109,1.0,0.15,0.08,12,0.05,0.09,1.0,1
36945,24,9,240,2833,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36946,40,5,0,0,141,1.0,0.14,0.05,19,0.07,0.06,1.0,1
36947,24,9,317,779,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36948,24,9,147,425,1,0.0,1.0,0.0,246,1.0,0.0,0.0,0
36949,49,9,105,146,1,0.0,1.0,0.0,211,0.96,0.01,0.0,0
36950,49,5,0,0,162,1.0,0.06,0.07,10,0.04,0.09,1.0,1
36951,14,9,8,0,1,0.0,1.0,0.0,253,1.0,0.0,0.0,1
36952,20,1,0,0,141,0.0,0.14,0.06,5,0.02,0.07,0.0,1
36953,14,9,8,0,1,0.0,1.0,0.0,126,1.0,0.0,0.0,1
36954,49,5,0,0,63,1.0,0.38,0.06,24,0.09,0.05,1.0,1
36955,14,9,30,0,5,0.0,0.2,0.6,34,0.13,0.01,0.0,0
36956,57,2,0,0,193,0.0,0.01,0.07,1,0.0,0.07,0.0,1
36957,24,9,212,12471,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36958,24,9,284,12095,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36959,23,5,0,0,293,1.0,0.09,0.05,25,0.1,0.05,1.0,1
36960,12,9,45,114,1,0.0,1.0,0.0,234,0.92,0.01,0.0,0
36961,54,9,1165,441,1,0.0,1.0,0.0,71,0.28,0.05,0.49,0
36962,24,9,250,1107,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36963,12,9,44,132,79,0.0,1.0,0.0,250,0.98,0.01,0.0,0
36964,54,9,2449,330,1,0.0,1.0,0.0,2,1.0,0.0,0.0,0
36965,9,5,0,0,205,1.0,0.04,0.06,16,0.06,0.08,1.0,1
36966,20,9,383,0,2,0.0,1.0,0.0,76,0.42,0.06,0.0,0
36967,24,9,264,2504,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36968,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36969,24,9,283,1476,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36970,54,9,1476,364,1,0.0,1.0,0.0,54,0.93,0.03,0.0,0
36971,24,9,289,3428,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36972,24,9,152,430,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36973,24,9,194,365,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36974,24,9,186,2958,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36975,24,9,336,647,22,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36976,12,9,45,73,232,0.0,1.0,0.0,254,1.0,0.01,0.0,0
36977,49,1,0,0,111,0.0,0.18,0.08,20,0.08,0.06,0.0,1
36978,8,4,0,0,1,0.0,1.0,0.0,1,0.0,0.33,0.0,1
36979,2,5,0,0,203,1.0,0.08,0.05,14,0.05,0.07,1.0,1
36980,24,9,273,1493,2,0.0,1.0,0.0,221,1.0,0.0,0.0,0
36981,44,9,146,105,1,0.0,1.0,0.0,1,0.0,0.76,0.0,0
36982,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36983,4,5,0,0,206,1.0,0.01,0.08,2,0.01,0.09,1.0,1
36984,24,9,327,39896,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36985,24,9,296,449,2,0.0,1.0,0.0,77,1.0,0.0,0.0,0
36986,12,9,46,46,193,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36987,44,9,146,0,2,0.0,0.5,1.0,1,0.0,0.6,0.0,0
36988,49,1,0,0,136,0.0,0.04,0.06,9,0.04,0.05,0.0,1
36989,24,9,246,1713,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36990,16,1,0,0,114,0.0,0.15,0.06,17,0.07,0.06,0.0,1
36991,24,9,228,312,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36992,49,4,0,0,1,0.0,1.0,0.0,1,0.01,0.75,0.03,1
36993,24,9,332,3395,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36994,24,9,316,2374,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36995,39,1,0,0,196,0.0,0.01,0.08,1,0.0,0.08,0.0,1
36996,15,9,1032,0,469,0.0,1.0,0.0,255,1.0,0.0,0.0,1
36997,49,5,0,0,242,1.0,0.02,0.06,8,0.03,0.09,1.0,1
36998,24,9,208,835,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
36999,12,9,45,133,66,0.0,1.0,0.0,200,0.88,0.02,0.0,0
37000,24,9,310,516,4,0.0,1.0,0.0,145,1.0,0.0,0.0,0
37001,49,1,0,0,188,0.0,0.06,0.07,12,0.05,0.07,0.0,1
37002,9,5,0,0,290,1.0,0.03,0.04,8,0.03,0.05,1.0,1
37003,54,9,698,331,1,0.0,1.0,0.0,204,0.7,0.08,0.01,0
37004,19,9,1254,2453,1,0.0,1.0,0.0,46,0.18,0.02,0.04,1
37005,18,5,0,0,71,1.0,0.27,0.06,65,0.25,0.02,1.0,1
37006,24,9,247,1464,6,0.0,1.0,0.0,255,1.0,0.0,0.05,0
37007,49,5,0,0,90,1.0,0.02,0.07,3,0.01,0.07,1.0,1
37008,20,9,374,0,8,0.0,1.0,0.0,35,0.14,0.01,0.65,0
37009,12,9,43,69,107,0.0,1.0,0.0,254,1.0,0.01,0.0,0
37010,24,9,290,175,29,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37011,13,2,0,0,260,0.0,0.02,0.07,6,0.02,0.08,0.0,1
37012,49,5,0,0,184,1.0,0.11,0.05,7,0.03,0.06,1.0,1
37013,49,1,0,0,82,0.01,0.01,1.0,1,0.0,0.35,0.0,1
37014,20,9,641,0,2,0.0,1.0,0.0,91,0.34,0.05,0.03,0
37015,20,9,2194619,0,2,0.0,1.0,0.0,6,0.1,0.07,0.0,0
37016,20,9,192,0,2,0.0,1.0,0.0,111,0.44,0.04,0.0,0
37017,20,9,3909,0,10,0.0,1.0,0.0,120,0.61,0.02,0.0,0
37018,19,5,0,0,277,1.0,0.03,0.06,9,0.04,0.07,1.0,1
37019,24,9,326,414,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37020,24,9,219,1758,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37021,21,1,0,0,230,0.0,0.03,0.07,7,0.03,0.07,0.0,1
37022,24,9,327,304,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37023,28,1,0,0,268,0.0,0.05,0.06,13,0.05,0.07,0.0,1
37024,14,9,8,0,1,0.0,1.0,0.0,55,1.0,0.0,0.0,1
37025,35,5,0,0,142,1.0,0.11,0.06,7,0.03,0.07,1.0,1
37026,24,9,54540,8314,1,0.0,1.0,0.0,51,1.0,0.0,0.0,1
37027,24,9,240,6086,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37028,24,9,309,1425,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37029,12,9,45,128,165,0.0,0.99,0.01,128,0.77,0.02,0.0,0
37030,12,9,44,78,157,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37031,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.18,0.0,1
37032,42,5,0,0,140,1.0,0.1,0.06,14,0.05,0.08,1.0,1
37033,24,9,237,2229,8,0.12,1.0,0.0,255,1.0,0.0,0.12,0
37034,24,9,238,1471,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37035,54,9,989,392,2,0.0,1.0,0.0,171,0.76,0.08,0.0,0
37036,24,9,218,4452,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37037,4,1,0,0,178,0.0,0.11,0.07,20,0.08,0.06,0.0,1
37038,60,5,0,0,148,1.0,0.06,0.05,10,0.04,0.06,1.0,1
37039,12,9,42,69,234,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37040,24,9,236,258,23,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37041,15,9,1032,0,511,0.0,1.0,0.0,6,0.04,0.02,0.0,1
37042,12,9,34,0,2,0.0,1.0,0.0,22,0.09,0.03,0.0,0
37043,24,9,297,1075,7,0.0,1.0,0.0,246,0.96,0.01,0.0,0
37044,67,5,0,0,229,1.0,0.0,0.06,1,0.0,0.06,1.0,1
37045,24,9,265,1858,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37046,69,5,0,0,206,1.0,0.01,0.07,3,0.01,0.04,1.0,1
37047,54,9,1985,333,1,0.0,1.0,0.0,2,1.0,0.0,0.0,0
37048,24,9,238,188,36,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37049,28,5,0,0,278,1.0,0.04,0.06,10,0.04,0.06,1.0,1
37050,42,5,0,0,201,1.0,0.0,0.06,10,0.04,0.07,1.0,1
37051,54,9,909,331,1,0.0,1.0,0.0,147,0.59,0.06,0.0,0
37052,24,9,189,296,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37053,12,9,45,45,145,0.0,1.0,0.0,228,0.89,0.01,0.0,0
37054,24,5,0,0,280,1.0,0.03,0.06,9,0.04,0.07,1.0,1
37055,21,5,0,0,237,1.0,0.02,0.07,5,0.02,0.07,1.0,1
37056,24,9,232,193,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37057,15,9,30,0,1,0.0,1.0,0.0,53,1.0,0.0,0.0,0
37058,7,5,0,0,22,1.0,0.14,0.23,4,0.02,0.08,1.0,1
37059,12,9,44,115,108,0.0,1.0,0.0,253,0.99,0.01,0.0,0
37060,12,9,44,129,124,0.0,0.99,0.02,254,1.0,0.01,0.0,0
37061,49,5,0,0,210,1.0,0.07,0.06,15,0.06,0.06,1.0,1
37062,49,9,1,0,10,0.0,0.8,0.3,8,0.03,0.34,0.0,1
37063,21,5,0,0,245,1.0,0.08,0.07,20,0.08,0.07,1.0,1
37064,49,5,0,0,115,1.0,0.1,0.07,1,0.0,0.07,1.0,1
37065,24,9,210,2833,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37066,32,5,0,0,148,1.0,0.14,0.05,20,0.08,0.07,1.0,1
37067,14,9,30,0,7,0.0,0.14,0.29,3,0.01,0.01,0.0,0
37068,49,5,0,0,82,1.0,0.02,0.06,2,0.01,0.09,1.0,1
37069,34,5,0,0,142,1.0,0.07,0.06,16,0.06,0.05,1.0,1
37070,49,5,0,0,281,1.0,0.02,0.06,11,0.04,0.07,1.0,1
37071,12,9,43,113,65,0.0,1.0,0.0,213,0.84,0.01,0.0,0
37072,49,9,28,0,1,0.0,1.0,0.0,1,0.0,0.02,0.0,1
37073,18,9,8,273,1,0.0,1.0,0.0,10,0.04,0.07,0.0,0
37074,55,5,0,0,149,1.0,0.13,0.06,1,0.0,0.07,1.0,1
37075,19,9,1196,2449,1,0.0,1.0,0.0,121,0.47,0.02,0.0,1
37076,2,5,0,0,296,1.0,0.06,0.06,19,0.07,0.07,1.0,1
37077,4,5,0,0,266,1.0,0.03,0.06,14,0.05,0.07,1.0,1
37078,24,9,212,525,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37079,8,5,0,0,112,1.0,0.04,0.06,4,0.02,0.06,1.0,1
37080,14,9,8,0,1,0.0,1.0,0.0,71,1.0,0.0,0.0,1
37081,31,5,0,0,142,1.0,0.09,0.06,13,0.05,0.06,1.0,1
37082,30,5,0,0,144,1.0,0.08,0.06,5,0.02,0.07,1.0,1
37083,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37084,63,2,0,0,166,0.0,0.01,0.07,1,0.0,0.07,0.0,1
37085,21,5,0,0,176,1.0,0.03,0.06,6,0.02,0.06,1.0,1
37086,44,9,147,0,5,0.0,0.2,0.6,1,0.0,0.67,0.0,0
37087,12,9,43,127,2,0.0,1.0,0.0,251,0.98,0.01,0.0,0
37088,49,5,0,0,256,1.0,0.04,0.06,11,0.04,0.07,1.0,1
37089,24,9,233,695,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37090,49,5,0,0,120,1.0,0.16,0.06,38,0.15,0.06,1.0,1
37091,24,9,303,633,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37092,14,9,8,0,1,0.0,1.0,0.0,149,1.0,0.0,0.0,1
37093,34,5,0,0,144,1.0,0.06,0.06,9,0.04,0.06,1.0,1
37094,7,5,0,0,126,1.0,0.15,0.07,18,0.07,0.06,1.0,1
37095,24,9,184,124,2,0.0,1.0,0.0,21,1.0,0.0,0.0,0
37096,12,9,45,45,114,0.0,1.0,0.0,254,1.0,0.01,0.0,0
37097,49,5,0,0,61,1.0,0.05,0.07,3,0.01,0.05,1.0,1
37098,49,5,0,0,142,0.99,0.08,0.06,12,0.05,0.06,1.0,1
37099,49,5,0,0,247,1.0,0.08,0.04,20,0.08,0.05,1.0,1
37100,33,5,0,0,182,1.0,0.07,0.06,14,0.05,0.07,1.0,1
37101,38,4,0,0,1,0.0,1.0,0.0,1,0.0,0.5,0.0,1
37102,12,9,100,0,2,0.0,0.5,1.0,1,1.0,0.0,0.0,0
37103,24,9,232,885,22,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37104,18,5,0,0,5,1.0,0.2,0.4,71,0.28,0.02,1.0,1
37105,18,9,6,134,1,0.0,1.0,0.0,5,0.04,0.04,0.0,0
37106,49,1,0,0,2,0.0,0.5,1.0,1,0.0,0.11,0.0,1
37107,18,5,0,0,1,1.0,1.0,0.0,1,1.0,0.0,1.0,0
37108,54,9,677,335,1,0.0,1.0,0.0,177,0.98,0.03,0.0,0
37109,14,9,8,0,1,0.0,1.0,0.0,61,1.0,0.0,0.0,1
37110,24,9,269,1002,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37111,49,5,0,0,141,1.0,0.12,0.06,5,0.02,0.07,1.0,1
37112,6,5,0,0,123,1.0,0.04,0.06,13,0.05,0.07,1.0,1
37113,5,1,0,0,199,0.0,0.09,0.06,17,0.07,0.07,0.0,1
37114,24,1,0,0,1,0.0,1.0,0.0,245,1.0,0.0,0.0,0
37115,24,9,293,7740,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37116,24,9,288,2446,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37117,44,5,0,0,256,1.0,0.04,0.07,10,0.04,0.07,1.0,1
37118,49,5,0,0,212,1.0,0.08,0.06,13,0.05,0.07,1.0,1
37119,12,9,45,144,49,0.0,0.98,0.04,226,0.89,0.01,0.0,0
37120,12,9,43,131,53,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37121,4,5,0,0,273,1.0,0.03,0.07,8,0.03,0.07,1.0,1
37122,24,9,204,6632,7,0.0,1.0,0.0,57,1.0,0.0,0.0,0
37123,60,5,0,0,36,1.0,0.25,0.11,62,0.24,0.02,1.0,1
37124,18,5,0,0,148,1.0,0.17,0.05,13,0.05,0.05,1.0,1
37125,49,5,0,0,278,1.0,0.05,0.06,4,0.02,0.07,1.0,1
37126,49,5,0,0,191,1.0,0.06,0.07,12,0.05,0.07,1.0,1
37127,49,5,0,0,139,1.0,0.09,0.06,8,0.03,0.08,1.0,1
37128,32,1,0,0,145,0.0,0.1,0.06,11,0.04,0.07,0.0,1
37129,49,5,0,0,242,1.0,0.05,0.07,13,0.05,0.06,1.0,1
37130,24,9,288,292,16,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37131,49,9,28,0,29,0.0,1.0,0.0,29,0.11,0.01,0.0,1
37132,14,9,8,0,1,0.0,1.0,0.0,152,1.0,0.0,0.0,1
37133,12,9,46,157,322,0.0,1.0,0.01,233,0.91,0.01,0.0,0
37134,49,5,0,0,130,1.0,0.08,0.06,4,0.02,0.07,1.0,1
37135,49,1,0,0,108,0.0,0.14,0.06,15,0.06,0.06,0.0,1
37136,15,9,1032,0,511,0.0,1.0,0.0,120,0.47,0.02,0.02,1
37137,24,1,0,0,1,0.0,1.0,0.0,229,1.0,0.0,0.0,0
37138,60,5,0,0,254,1.0,0.03,0.06,14,0.05,0.07,1.0,1
37139,24,9,313,3947,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37140,49,5,0,0,20,1.0,1.0,0.0,12,0.05,0.07,1.0,1
37141,24,5,0,0,52,1.0,0.29,0.08,58,0.23,0.04,1.0,1
37142,24,9,303,280,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37143,24,9,279,1761,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37144,14,9,8,0,1,0.0,1.0,0.0,111,1.0,0.0,0.0,1
37145,44,9,146,105,2,0.0,1.0,0.0,2,0.01,0.6,0.0,0
37146,39,1,0,0,242,0.0,0.02,0.07,4,0.02,0.07,0.0,1
37147,24,9,322,1491,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37148,24,9,322,1564,18,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37149,24,6,307,9834,4,0.25,1.0,0.0,255,1.0,0.0,0.04,0
37150,40,1,0,0,237,0.0,0.08,0.07,20,0.08,0.07,0.0,1
37151,14,9,18,0,1,0.0,1.0,0.0,140,1.0,0.0,0.0,1
37152,20,9,383,0,2,0.0,1.0,0.0,55,0.24,0.03,0.0,0
37153,4,5,0,0,280,1.0,0.01,0.06,20,0.08,0.07,1.0,1
37154,49,5,0,0,138,0.99,0.01,0.07,2,0.01,0.07,1.0,1
37155,49,5,0,0,258,1.0,0.07,0.05,17,0.14,0.08,0.88,1
37156,30,5,0,0,104,1.0,0.17,0.06,15,0.06,0.07,1.0,1
37157,24,9,326,20400,16,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37158,11,9,48,495,41,0.0,0.02,0.05,1,0.0,0.02,0.0,0
37159,60,9,127,2103,1,0.0,1.0,0.0,1,0.0,0.01,0.0,0
37160,24,9,219,3313,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37161,21,5,0,0,217,1.0,0.08,0.05,17,0.07,0.06,1.0,1
37162,54,9,1960,366,1,0.0,1.0,0.0,182,0.75,0.02,0.0,0
37163,49,5,0,0,149,1.0,0.11,0.05,8,0.03,0.07,1.0,1
37164,12,9,46,135,89,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37165,24,9,262,8617,9,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37166,24,9,236,718,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37167,49,5,0,0,145,1.0,0.05,0.05,7,0.03,0.04,1.0,1
37168,20,9,245,0,2,0.0,1.0,0.0,67,1.0,0.0,0.0,0
37169,10,5,0,0,292,1.0,0.09,0.05,25,0.1,0.05,1.0,1
37170,5,5,0,0,292,1.0,0.05,0.06,5,0.02,0.07,1.0,1
37171,14,9,30,0,8,0.0,0.12,0.38,4,0.02,0.01,0.0,0
37172,28,5,0,0,250,1.0,0.01,0.07,2,0.01,0.08,1.0,1
37173,54,9,618,387,1,0.0,1.0,0.0,137,0.49,0.01,0.93,0
37174,24,9,354,3404,7,0.14,1.0,0.0,255,1.0,0.0,0.0,0
37175,14,9,30,0,1,0.0,1.0,0.0,246,1.0,0.0,0.0,0
37176,24,9,158,7698,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37177,24,9,212,12621,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37178,24,9,227,1517,5,0.0,1.0,0.0,23,1.0,0.0,0.0,0
37179,32,4,0,0,1,0.0,1.0,0.0,1,0.0,0.69,0.0,1
37180,24,9,190,282,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37181,54,9,769,332,1,0.0,1.0,0.0,156,0.83,0.05,0.0,0
37182,24,9,339,185,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37183,24,9,148,18275,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37184,20,6,11680,0,1,1.0,1.0,0.0,51,0.2,0.02,0.0,0
37185,24,9,244,11178,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37186,23,5,0,0,285,1.0,0.05,0.06,13,0.05,0.07,1.0,1
37187,24,9,258,8947,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37188,24,9,319,4143,26,0.0,1.0,0.0,255,1.0,0.0,0.0,0
37189,24,9,200,280,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
