,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
33404,24,9,222,4223,28,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33405,24,9,219,3248,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33406,24,9,252,7969,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33407,49,5,0,0,120,1.0,0.08,0.05,10,0.04,0.04,1.0,0
33408,49,5,0,0,129,1.0,0.12,0.05,2,0.01,0.06,1.0,0
33409,29,5,0,0,168,1.0,0.11,0.07,18,0.07,0.07,1.0,0
33410,19,9,237,771,1,0.0,1.0,0.0,9,0.26,0.11,0.0,4
33411,19,9,331,1054,1,0.0,1.0,0.0,52,0.23,0.03,0.0,4
33412,41,5,0,0,277,1.0,0.09,0.05,24,0.09,0.05,1.0,0
33413,24,9,345,301,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33414,4,1,0,0,209,0.0,0.01,0.07,3,0.01,0.08,0.0,0
33415,19,5,0,0,140,1.0,0.09,0.06,6,0.02,0.07,1.0,0
33416,15,9,1032,0,511,0.0,1.0,0.0,177,0.69,0.02,0.0,0
33417,24,9,296,3007,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33418,49,9,1,26,25,0.0,0.48,0.12,12,0.05,0.82,0.16,1
33419,58,5,0,0,229,1.0,0.1,0.04,23,0.09,0.05,1.0,0
33420,24,1,0,0,1,0.0,1.0,0.0,66,1.0,0.0,0.0,4
33421,39,5,0,0,201,1.0,0.0,0.06,11,0.04,0.07,1.0,0
33422,24,9,212,5790,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33423,24,9,293,1510,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33424,49,5,0,0,232,1.0,0.05,0.06,20,0.08,0.06,1.0,0
33425,24,9,303,3222,5,0.0,1.0,0.0,243,0.95,0.01,0.0,4
33426,49,5,0,0,260,1.0,0.04,0.06,10,0.04,0.09,1.0,0
33427,20,5,0,0,237,1.0,0.08,0.06,2,0.01,0.07,1.0,0
33428,24,1,0,0,1,0.0,1.0,0.0,94,1.0,0.0,0.0,4
33429,12,9,45,45,114,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33430,24,9,348,235,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33431,24,9,287,471,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33432,24,9,212,7203,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33433,44,9,8325,0,17,0.06,0.06,0.12,1,0.0,0.02,0.0,4
33434,12,9,45,45,201,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33435,24,9,182,7321,3,0.33,1.0,0.0,255,1.0,0.0,0.01,4
33436,24,9,227,1484,7,0.0,1.0,0.0,255,1.0,0.0,0.01,4
33437,28,1,0,0,252,0.0,0.02,0.07,5,0.02,0.07,0.0,0
33438,49,1,0,0,1,0.0,1.0,0.0,2,0.03,1.0,0.0,1
33439,40,5,0,0,127,1.0,0.03,0.06,4,0.02,0.05,1.0,0
33440,24,9,324,7103,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33441,44,9,146,105,1,0.0,1.0,0.0,4,0.02,0.68,0.0,4
33442,24,1,0,0,1,0.0,1.0,0.0,209,1.0,0.0,0.0,4
33443,15,9,1032,0,511,0.0,1.0,0.0,207,0.81,0.02,0.0,0
33444,5,5,0,0,284,1.0,0.05,0.05,13,0.05,0.05,1.0,0
33445,14,9,8,0,1,0.0,1.0,0.0,121,1.0,0.0,0.0,1
33446,31,5,0,0,124,1.0,0.09,0.05,11,0.04,0.05,1.0,0
33447,68,5,0,0,106,1.0,0.14,0.06,14,0.05,0.07,1.0,0
33448,24,9,278,345,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33449,54,9,652,330,1,0.0,1.0,0.0,6,0.43,0.21,0.0,4
33450,54,9,932,332,1,0.0,1.0,0.0,153,0.6,0.02,0.0,4
33451,54,5,0,0,219,1.0,0.0,0.06,1,0.0,0.06,1.0,0
33452,14,9,30,0,3,0.0,0.33,0.67,3,0.01,0.01,0.0,4
33453,24,9,309,2622,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33454,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.63,0.0,1
33455,44,9,147,105,1,0.0,1.0,0.0,1,0.0,0.52,0.0,4
33456,26,5,0,0,140,1.0,0.12,0.06,17,0.07,0.06,1.0,0
33457,24,9,327,2547,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33458,44,9,1,0,18,0.0,0.06,0.17,1,0.0,0.08,0.0,1
33459,49,5,0,0,192,1.0,0.07,0.08,13,0.05,0.07,1.0,0
33460,24,9,225,7355,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33461,24,9,285,1281,32,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33462,12,9,44,44,8,0.0,0.12,0.25,53,0.96,0.04,0.0,4
33463,12,9,33,88,1,0.0,1.0,0.0,229,0.9,0.02,0.0,4
33464,49,9,28,0,22,0.0,1.0,0.0,22,0.09,0.69,0.03,0
33465,21,1,0,0,112,0.0,0.17,0.05,19,0.07,0.08,0.0,0
33466,65,9,78,0,27,0.0,0.19,0.07,13,0.05,0.01,0.0,4
33467,49,5,0,0,104,1.0,0.02,0.08,2,0.01,0.07,1.0,0
33468,49,5,0,0,265,1.0,0.02,0.06,4,0.02,0.06,1.0,0
33469,49,5,0,0,263,1.0,0.03,0.06,7,0.03,0.08,1.0,0
33470,54,9,1012,331,1,0.0,1.0,0.0,146,0.45,0.07,0.02,4
33471,4,5,0,0,271,1.0,0.06,0.06,17,0.07,0.07,1.0,0
33472,4,5,0,0,255,1.0,0.02,0.07,5,0.02,0.07,1.0,0
33473,20,9,24,0,1,0.0,1.0,0.0,11,0.04,0.96,0.95,4
33474,49,5,0,0,150,1.0,0.09,0.05,14,0.05,0.05,1.0,0
33475,49,5,0,0,235,1.0,0.05,0.07,12,0.05,0.07,1.0,0
33476,24,9,415,235,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33477,16,5,0,0,148,1.0,0.14,0.05,20,0.08,0.06,1.0,0
33478,34,5,0,0,46,1.0,0.39,0.07,18,0.07,0.06,1.0,0
33479,15,9,520,0,25,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33480,39,1,0,0,103,0.0,0.18,0.08,1,0.0,0.09,0.0,0
33481,24,9,247,2275,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33482,24,9,239,3222,4,0.0,1.0,0.0,250,0.98,0.01,0.0,4
33483,18,5,0,0,21,1.0,0.29,0.19,63,0.25,0.02,1.0,0
33484,65,9,181,0,4,0.0,0.75,0.5,90,0.35,0.01,0.0,4
33485,60,5,0,0,201,1.0,0.1,0.05,20,0.08,0.05,1.0,0
33486,24,9,242,464,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33487,49,5,0,0,217,1.0,0.09,0.06,6,0.02,0.07,1.0,0
33488,32,1,0,0,126,0.0,0.01,0.07,1,0.0,0.07,0.0,0
33489,49,1,0,0,91,0.0,0.16,0.07,15,0.06,0.06,0.0,0
33490,24,9,219,2382,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33491,60,5,0,0,243,1.0,0.03,0.07,8,0.03,0.07,1.0,0
33492,36,5,0,0,33,1.0,0.24,0.15,8,0.03,0.09,1.0,0
33493,24,9,393,5643,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33494,12,9,42,133,129,0.0,0.99,0.02,218,0.85,0.02,0.0,4
33495,24,9,215,177,32,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33496,54,9,804,438,1,0.0,1.0,0.0,132,0.52,0.05,0.03,4
33497,24,9,232,1186,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33498,8,5,0,0,214,1.0,0.09,0.06,6,0.02,0.07,1.0,0
33499,53,5,0,0,146,1.0,0.11,0.05,16,0.06,0.06,1.0,0
33500,49,1,0,0,112,0.0,0.1,0.07,10,0.04,0.09,0.0,0
33501,24,9,247,4496,6,0.0,1.0,0.0,236,1.0,0.0,0.0,4
33502,24,9,251,1771,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33503,20,9,12165,0,4,0.0,1.0,0.0,82,0.37,0.03,0.0,4
33504,49,5,0,0,103,1.0,0.13,0.07,13,0.12,0.08,1.0,0
33505,24,9,152,39243,1,0.0,1.0,0.0,255,1.0,0.0,0.02,4
33506,24,9,306,261,6,0.0,1.0,0.0,249,0.98,0.01,0.0,4
33507,49,1,0,0,104,0.0,0.06,0.07,12,0.05,0.07,0.0,0
33508,44,9,516,4,117,0.0,1.0,0.0,117,1.0,0.0,0.0,4
33509,49,9,105,146,6,0.0,0.17,0.33,243,0.95,0.01,0.0,4
33510,24,9,232,2698,3,0.0,1.0,0.0,34,0.81,0.07,0.0,4
33511,57,2,0,0,198,0.0,0.08,0.07,16,0.06,0.08,0.0,0
33512,49,9,1,0,30,0.0,0.13,0.1,47,0.18,0.22,0.0,1
33513,69,5,0,0,146,1.0,0.12,0.06,15,0.06,0.06,1.0,0
33514,12,9,44,134,11,0.0,1.0,0.0,254,1.0,0.01,0.0,4
33515,24,9,299,7907,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33516,24,9,308,15276,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33517,24,5,0,0,275,1.0,0.03,0.06,9,0.04,0.06,1.0,0
33518,1,9,248,368,2,0.5,1.0,0.0,3,0.25,0.42,0.08,4
33519,60,9,460,2238,1,0.0,1.0,0.0,14,0.1,0.04,0.02,4
33520,2,5,0,0,218,1.0,0.08,0.06,18,0.07,0.06,1.0,0
33521,49,1,0,0,36,0.0,0.36,0.08,10,0.04,0.07,0.0,0
33522,24,9,222,6843,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33523,24,9,210,31998,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33524,24,9,54540,8314,4,0.0,1.0,0.0,51,1.0,0.0,0.0,0
33525,54,9,1122,482,1,0.0,1.0,0.0,192,0.83,0.06,0.02,4
33526,24,9,333,721,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33527,29,5,0,0,211,1.0,0.02,0.07,12,0.05,0.09,1.0,0
33528,14,9,8,0,1,0.0,1.0,0.0,129,1.0,0.0,0.0,1
33529,49,1,0,0,237,0.0,0.05,0.06,11,0.04,0.07,0.0,0
33530,24,9,319,1862,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33531,4,1,0,0,286,0.0,0.05,0.06,13,0.05,0.06,0.0,0
33532,66,5,0,0,126,1.0,0.04,0.06,5,0.02,0.07,1.0,0
33533,54,9,1455,281,1,0.0,1.0,0.0,173,0.71,0.03,0.0,4
33534,24,9,231,1719,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33535,49,5,0,0,217,1.0,0.06,0.06,17,0.07,0.07,1.0,0
33536,4,9,10,39,2,0.0,0.5,1.0,15,0.06,0.12,0.0,4
33537,24,9,215,5575,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33538,24,9,269,24793,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33539,24,9,210,1124,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33540,28,1,0,0,284,0.0,0.05,0.06,14,0.05,0.08,0.0,0
33541,24,9,180,19488,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33542,49,9,28,0,19,0.0,1.0,0.0,19,0.09,0.05,0.02,0
33543,24,9,200,4061,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33544,14,9,8,0,1,0.0,1.0,0.0,92,1.0,0.0,0.0,1
33545,13,5,0,0,205,1.0,0.08,0.07,16,0.06,0.07,1.0,0
33546,15,9,1032,0,326,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33547,24,9,295,310,22,0.05,1.0,0.0,255,1.0,0.0,0.01,4
33548,24,9,274,17,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33549,20,5,0,0,39,1.0,0.49,0.05,59,0.25,0.02,1.0,0
33550,24,9,331,1374,27,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33551,34,5,0,0,81,1.0,0.12,0.07,10,0.04,0.06,1.0,0
33552,33,5,0,0,205,1.0,0.03,0.06,6,0.02,0.08,1.0,0
33553,19,9,329,1063,1,0.0,1.0,0.0,17,0.08,0.02,0.0,4
33554,24,9,211,5578,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33555,44,1,0,0,511,0.13,0.0,1.0,1,0.0,1.0,0.16,1
33556,24,9,224,2442,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33557,24,9,312,12183,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33558,24,9,223,1415,11,0.0,1.0,0.0,11,1.0,0.0,0.0,4
33559,24,9,327,2566,5,0.2,1.0,0.0,255,1.0,0.0,0.05,4
33560,14,9,18,0,1,0.0,1.0,0.0,241,1.0,0.0,0.0,1
33561,54,9,1733,364,1,0.0,1.0,0.0,127,0.29,0.06,0.0,4
33562,31,1,0,0,128,0.0,0.15,0.07,19,0.07,0.06,0.0,0
33563,20,9,276,0,6,0.0,1.0,0.0,81,0.32,0.02,0.0,4
33564,9,5,0,0,267,1.0,0.07,0.06,20,0.08,0.08,1.0,0
33565,20,9,2194619,0,1,0.0,1.0,0.0,47,0.36,0.14,0.0,4
33566,49,5,0,0,272,1.0,0.03,0.06,6,0.02,0.09,1.0,0
33567,15,9,1032,0,487,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33568,54,9,3247,407,1,0.0,1.0,0.0,160,0.95,0.05,0.0,4
33569,24,9,289,313,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33570,43,9,48,48,1,0.0,1.0,0.0,129,0.51,0.01,0.0,4
33571,41,1,0,0,107,0.0,0.06,0.07,6,0.02,0.06,0.0,0
33572,24,9,260,2108,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33573,54,9,1539,404,1,0.0,1.0,0.0,74,0.29,0.05,0.44,4
33574,12,9,44,127,20,0.0,1.0,0.0,126,0.72,0.01,0.0,4
33575,67,5,0,0,251,1.0,0.02,0.06,16,0.06,0.07,1.0,0
33576,24,9,266,4428,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33577,58,5,0,0,300,1.0,0.03,0.05,10,0.04,0.05,1.0,0
33578,49,1,0,0,2,0.0,0.5,1.0,1,0.0,0.54,0.04,1
33579,15,9,1032,0,511,0.0,1.0,0.0,51,0.26,0.02,0.0,0
33580,24,9,216,289,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33581,49,5,0,0,115,1.0,0.14,0.06,11,0.04,0.06,1.0,0
33582,54,9,1771,327,1,0.0,1.0,0.0,195,0.8,0.08,0.0,4
33583,15,9,1032,0,482,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33584,24,9,317,564,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33585,2,5,0,0,118,1.0,0.13,0.06,1,0.0,0.07,1.0,0
33586,24,9,258,2366,11,0.0,1.0,0.0,255,1.0,0.0,0.01,4
33587,24,9,335,605,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33588,24,9,213,1387,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33589,49,1,0,0,301,0.1,0.0,1.0,1,0.0,1.0,0.09,1
33590,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33591,14,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
33592,41,5,0,0,111,1.0,0.04,0.07,4,0.02,0.08,1.0,0
33593,49,5,0,0,208,1.0,0.05,0.06,11,0.04,0.07,0.94,0
33594,24,9,185,4841,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33595,24,9,54540,8314,4,0.0,1.0,0.0,40,1.0,0.0,0.0,0
33596,12,9,46,71,214,0.0,1.0,0.01,255,1.0,0.0,0.0,4
33597,54,9,920,334,1,0.0,1.0,0.0,191,0.66,0.05,0.0,4
33598,54,9,1439,329,1,0.0,1.0,0.0,49,0.64,0.07,0.0,4
33599,12,9,45,129,129,0.0,1.0,0.0,254,1.0,0.01,0.0,4
33600,12,9,43,127,70,0.0,1.0,0.0,252,0.99,0.01,0.0,4
33601,49,5,0,0,108,1.0,0.06,0.07,1,0.0,0.07,1.0,0
33602,18,9,10,223,1,0.0,1.0,0.0,13,0.04,0.03,0.02,4
33603,44,9,146,105,1,0.0,1.0,0.0,1,0.0,0.85,0.0,4
33604,24,9,349,2920,7,0.0,1.0,0.0,255,1.0,0.0,0.01,4
33605,54,9,1162,337,1,0.0,1.0,0.0,148,0.86,0.06,0.0,4
33606,54,9,1221,336,1,0.0,1.0,0.0,147,0.33,0.09,0.0,4
33607,49,5,0,0,198,1.0,0.03,0.08,5,0.02,0.07,1.0,0
33608,24,9,201,1110,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33609,24,9,216,6717,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33610,49,9,28,0,90,0.0,1.0,0.0,90,0.35,0.04,0.02,0
33611,24,9,299,4498,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33612,24,9,226,1695,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33613,5,5,0,0,255,1.0,0.08,0.05,2,0.01,0.06,1.0,0
33614,24,9,235,1261,7,0.0,1.0,0.0,112,1.0,0.0,0.0,4
33615,24,9,228,429,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33616,24,9,254,1149,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33617,67,1,0,0,234,0.0,0.01,0.07,2,0.01,0.07,0.0,0
33618,14,9,8,0,1,0.0,1.0,0.0,18,1.0,0.0,0.0,1
33619,11,5,0,0,259,1.0,0.02,0.07,6,0.02,0.07,1.0,0
33620,24,9,54540,8314,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33621,49,9,28,0,134,0.75,0.25,0.05,34,0.13,0.87,0.09,0
33622,24,9,163,12739,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33623,24,9,337,909,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33624,54,9,740,328,1,0.0,1.0,0.0,191,0.77,0.02,0.0,4
33625,14,9,18,0,1,0.0,1.0,0.0,123,1.0,0.0,0.0,1
33626,49,5,0,0,203,1.0,0.04,0.06,19,0.07,0.08,1.0,0
33627,54,9,1875,334,1,0.0,1.0,0.0,94,0.37,0.02,0.0,4
33628,14,9,8,0,1,0.0,1.0,0.0,170,1.0,0.0,0.0,1
33629,24,9,232,553,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33630,12,9,43,132,75,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33631,21,5,0,0,249,1.0,0.08,0.06,19,0.07,0.07,1.0,0
33632,49,5,0,0,114,1.0,0.04,0.06,5,0.04,0.07,1.0,0
33633,15,9,520,0,458,0.0,1.0,0.0,227,1.0,0.0,0.0,0
33634,12,9,42,128,64,0.0,1.0,0.0,242,0.95,0.01,0.0,4
33635,4,9,10,39,1,0.0,1.0,0.0,3,0.01,0.04,0.0,4
33636,6,5,0,0,114,1.0,0.06,0.06,7,0.03,0.07,1.0,0
33637,32,1,0,0,138,0.0,0.06,0.06,4,0.02,0.08,0.0,0
33638,15,9,1480,0,2,0.0,1.0,0.0,20,1.0,0.0,0.0,0
33639,54,9,1033,337,1,0.0,1.0,0.0,175,0.81,0.04,0.0,4
33640,49,9,1,0,3,0.0,1.0,0.0,3,0.01,0.32,0.0,1
33641,24,9,235,1157,20,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33642,18,5,0,0,248,1.0,0.05,0.06,12,0.05,0.08,1.0,0
33643,9,5,0,0,215,1.0,0.09,0.06,7,0.03,0.08,1.0,0
33644,26,5,0,0,148,1.0,0.16,0.05,24,0.09,0.05,1.0,0
33645,20,9,383,0,2,0.0,1.0,0.0,107,0.44,0.07,0.0,4
33646,24,9,165,2472,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33647,67,1,0,0,256,0.0,0.05,0.07,13,0.05,0.07,0.0,0
33648,24,1,0,0,26,0.0,1.0,0.0,190,1.0,0.0,0.01,4
33649,12,9,45,139,112,0.0,0.99,0.02,254,1.0,0.01,0.0,4
33650,59,5,0,0,114,1.0,0.07,0.06,2,0.01,0.06,1.0,0
33651,58,5,0,0,253,1.0,0.0,0.06,1,0.0,0.08,1.0,0
33652,36,5,0,0,116,1.0,0.01,0.07,1,0.0,0.08,1.0,0
33653,24,9,247,5163,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33654,43,9,48,48,1,0.0,1.0,0.0,15,0.19,0.04,0.0,4
33655,24,9,368,453,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33656,33,5,0,0,216,1.0,0.07,0.05,16,0.06,0.06,1.0,0
33657,44,9,145,0,1,0.0,1.0,0.0,3,0.01,0.68,0.0,4
33658,29,5,0,0,256,1.0,0.05,0.06,13,0.05,0.06,1.0,0
33659,38,1,0,0,175,0.0,0.07,0.07,12,0.05,0.07,0.0,0
33660,24,9,322,188,4,0.25,1.0,0.0,255,1.0,0.0,0.01,4
33661,14,9,8,0,1,0.0,1.0,0.0,145,1.0,0.0,0.0,1
33662,24,9,304,1380,4,0.0,1.0,0.0,196,0.97,0.01,0.0,4
33663,24,9,316,1848,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33664,24,9,186,4445,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33665,12,9,43,43,94,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33666,60,2,0,15,1,0.0,1.0,0.0,1,0.0,0.56,0.0,4
33667,49,5,0,0,15,1.0,0.47,0.27,14,0.05,0.09,1.0,0
33668,24,9,200,762,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33669,54,9,4743,331,2,0.0,0.5,1.0,199,0.78,0.02,0.0,4
33670,24,9,255,2499,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33671,49,5,0,0,127,1.0,0.13,0.06,17,0.13,0.07,1.0,0
33672,24,9,242,691,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33673,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33674,47,4,1,0,2,0.0,1.0,0.0,2,0.01,0.44,0.0,1
33675,20,6,13140,0,3,0.33,1.0,0.0,42,0.05,0.02,0.01,4
33676,35,5,0,0,241,1.0,0.02,0.06,14,0.05,0.07,1.0,0
33677,10,4,1,0,2,0.0,1.0,0.0,2,0.01,0.09,0.0,1
33678,24,9,201,2257,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33679,6,5,0,0,114,1.0,0.11,0.06,13,0.05,0.05,1.0,0
33680,24,9,240,360,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33681,68,5,0,0,251,1.0,0.02,0.07,5,0.02,0.08,1.0,0
33682,24,9,332,7507,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33683,24,9,296,1416,23,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33684,8,5,0,0,251,1.0,0.01,0.06,2,0.01,0.09,1.0,0
33685,1,9,947716,32588,1,0.0,1.0,0.0,14,0.05,0.03,0.0,4
33686,49,5,0,0,129,1.0,0.01,0.06,2,0.01,0.06,1.0,0
33687,12,9,45,144,58,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33688,49,5,0,0,287,1.0,0.06,0.05,3,0.01,0.08,1.0,0
33689,49,4,0,0,1,0.0,1.0,0.0,1,0.0,0.27,0.0,1
33690,54,7,2248,0,1,1.0,1.0,0.0,119,0.57,0.05,0.01,4
33691,49,5,0,0,249,1.0,0.05,0.06,12,0.05,0.06,1.0,0
33692,24,9,206,312,41,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33693,24,9,311,296,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33694,58,1,0,0,261,0.0,0.01,0.06,2,0.01,0.08,0.0,0
33695,6,1,0,0,105,0.0,0.19,0.07,20,0.08,0.06,0.0,0
33696,24,9,202,567,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33697,49,9,28,0,64,0.0,1.0,0.0,64,0.25,0.04,0.02,0
33698,15,9,1032,0,421,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33699,14,9,8,0,1,0.0,1.0,0.0,169,1.0,0.0,0.0,1
33700,14,9,18,0,1,0.0,1.0,0.0,170,1.0,0.0,0.0,1
33701,49,9,28,0,90,0.0,1.0,0.0,90,0.35,0.64,0.0,0
33702,60,9,2327,418769,1,0.0,1.0,0.0,50,0.2,0.02,0.36,4
33703,24,9,217,272,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33704,49,5,0,0,182,1.0,0.03,0.07,18,0.07,0.06,1.0,0
33705,24,9,294,810,36,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33706,44,4,1,0,2,0.0,1.0,0.0,2,0.01,0.72,0.0,1
33707,24,9,54540,8314,5,0.0,1.0,0.0,17,1.0,0.0,0.0,0
33708,24,9,294,369,35,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33709,28,5,0,0,232,1.0,0.05,0.07,12,0.05,0.09,1.0,0
33710,24,5,0,0,17,1.0,0.65,0.18,57,0.22,0.02,1.0,0
33711,12,9,46,76,252,0.0,1.0,0.0,254,1.0,0.01,0.0,4
33712,56,1,0,0,112,0.0,0.02,0.08,2,0.01,0.08,0.0,0
33713,28,1,0,0,251,0.0,0.02,0.07,4,0.02,0.07,0.0,0
33714,15,9,1032,0,511,0.0,1.0,0.0,211,0.83,0.01,0.0,0
33715,24,9,367,3360,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33716,24,9,222,18540,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33717,15,9,520,0,159,0.0,1.0,0.0,255,1.0,0.0,0.0,0
33718,9,5,0,0,250,1.0,0.08,0.07,20,0.08,0.08,1.0,0
33719,24,9,232,379,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33720,49,9,215,0,1,0.0,1.0,0.0,137,0.85,0.01,0.0,1
33721,20,9,319,0,2,0.0,1.0,0.0,16,0.05,0.04,0.0,4
33722,24,9,244,390,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33723,49,5,0,0,191,1.0,0.06,0.08,12,0.05,0.07,1.0,0
33724,49,5,0,0,128,1.0,0.03,0.07,10,0.04,0.06,1.0,0
33725,20,9,5336,0,1,0.0,1.0,0.0,7,0.23,0.13,0.0,4
33726,54,9,1111,391,1,0.0,1.0,0.0,36,0.14,0.06,0.0,4
33727,12,9,35,51,3,0.0,1.0,0.0,240,0.94,0.01,0.0,4
33728,49,9,105,147,1,0.0,1.0,0.0,126,0.99,0.02,0.0,4
33729,24,9,201,2215,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33730,18,5,0,0,238,1.0,0.03,0.06,7,0.03,0.08,1.0,0
33731,24,9,384,10715,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33732,59,5,0,0,260,1.0,0.02,0.07,15,0.06,0.08,1.0,0
33733,16,5,0,0,127,1.0,0.06,0.06,16,0.06,0.07,1.0,0
33734,57,5,0,0,208,1.0,0.08,0.06,11,0.04,0.06,1.0,0
33735,24,9,298,189,25,0.0,1.0,0.0,255,1.0,0.0,0.0,4
33736,38,5,0,0,265,1.0,0.02,0.06,16,0.06,0.06,1.0,0
33737,17,5,0,0,140,1.0,0.08,0.06,15,0.06,0.07,1.0,0
33738,24,9,145,13603,1,0.0,1.0,0.0,236,1.0,0.0,0.0,4
33739,24,9,323,273,4,0.0,1.0,0.0,245,0.96,0.01,0.0,4
